AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-6032,Aircraft Service Attendants,detailed,150,41.6,0.057,0.35,,,27.35,56890,18.3,16.99,20.19,22.07,37.46,37.46,35340,42000,45910,77910,77910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-6041,Traffic Technicians,detailed,150,1.6,0.055,1.11,,,26.87,55880,0.2,20.21,20.21,26.07,31.54,34.3,42030,42030,54230,65600,71340,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-6051,Transportation Inspectors,detailed,370,2.9,0.137,0.75,,,43.25,89960,0.3,24.86,38,40.99,49.81,59.23,51710,79030,85260,103600,123200,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-6061,Passenger Attendants,detailed,190,36.9,0.07,0.52,,,16.97,35300,5.5,13.37,15,17.06,17.07,18.4,27810,31200,35490,35500,38270,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-6099,"Transportation Workers, All Other",detailed,230,20.2,0.085,1.17,,,23.95,49810,3.9,15.4,19.4,22.64,26.82,31.76,32030,40340,47080,55790,66060,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7011,Conveyor Operators and Tenders,detailed,260,34.6,0.098,0.6,,,19.66,40890,8.5,17.45,17.45,17.45,21.7,22.98,36290,36290,36300,45130,47800,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7021,Crane and Tower Operators,detailed,380,15.6,0.142,0.51,,,32.29,67150,3.6,20.08,23.6,32.59,39.54,41.06,41770,49090,67790,82230,85400,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7041,Hoist and Winch Operators,detailed,90,14,0.035,2.37,,,36.92,76790,4.5,25.97,33.72,38.29,38.69,38.69,54010,70130,79640,80480,80480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7051,Industrial Truck and Tractor Operators,detailed,11000,15.2,4.108,0.8,,,21.85,45440,2.1,18.45,19.98,20.34,22.17,28.93,38370,41550,42300,46110,60170,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7061,Cleaners of Vehicles and Equipment,detailed,6180,6.3,2.308,0.96,,,17.24,35850,1.8,13.53,14.05,16.77,18.63,22.2,28140,29220,34870,38750,46180,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,44640,4.9,16.674,0.84,,,19.61,40800,0.6,14.8,16.53,18.52,21.88,24.07,30790,34390,38520,45500,50060,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7063,Machine Feeders and Offbearers,detailed,220,20.8,0.083,0.28,,,21.89,45540,5.8,14.5,17.52,21.53,25.91,28.74,30160,36440,44780,53900,59780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7064,"Packers and Packagers, Hand",detailed,6320,8.7,2.361,0.56,,,16.86,35080,1.7,13.41,14.6,15.53,17.94,22.23,27900,30360,32300,37310,46230,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7065,Stockers and Order Fillers,detailed,44490,4.3,16.615,0.88,,,18.55,38580,0.5,13.93,16.42,18.3,19.32,22.57,28970,34150,38070,40180,46950,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,60,39.8,0.022,0.29,,,24.47,50900,2.1,16.31,23.23,24.25,26.9,28.34,33920,48310,50450,55940,58960,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7081,Refuse and Recyclable Material Collectors,detailed,2420,7,0.903,1.01,,,19.81,41200,1.7,15.32,17.82,18.47,20.07,26.32,31870,37060,38420,41750,54750,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,140,35.8,0.053,0.7,,,26.8,55740,18.2,19,21.25,22.1,28.82,47.72,39520,44190,45970,59940,99260,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,53-7199,"Material Moving Workers, All Other",detailed,530,17.3,0.197,1.25,,,22.91,47660,5.4,14.85,16.3,21.62,28.45,32.64,30890,33900,44980,59170,67890,,
